income_level,age_group,credit_score_derived,debt_ratio_derived,zip_code,phone_area_code,target
43300.73229067413,21.822747772712496,632.536794564534,0.19277898209054833,77841,489,1
45798.08707692096,23.665852411358173,623.884006148041,0.23632766911800596,42134,787,1
53405.70730391867,28.277689569881776,596.8235479560949,0.33576130688572753,84522,895,2
56385.12202865597,30.560092081191815,582.7663690706311,0.4351447565171729,39624,576,0
51385.75704000545,13.084385735214642,631.9177915099297,-0.02853347095357428,61277,547,0
47086.03491743886,27.422537126974767,613.5408475594842,0.3300643488037195,49245,821,1
39258.64947701371,22.29722079187094,640.7226891157234,0.20942635505697696,15661,547,1
39350.31085181543,27.5472615717222,634.069562619535,0.3168176305123027,24964,309,1
53627.08393258922,29.12279283998906,595.634312262016,0.36354835023906007,58540,814,2
47569.53627477735,27.094001018976332,611.1077000305391,0.32359548741136956,17167,435,1
53086.83505119668,44.54963943245281,561.2695441658292,0.7781097938580288,11989,234,0
65048.49196950775,59.213410652267704,501.3434967770154,1.1580132403420098,10028,203,0
44952.909693253976,33.70876118536303,604.7745557522911,0.5040271590225118,20882,241,1
52952.398141039026,28.87371058060031,595.3982526560178,0.3730091921873681,30918,831,2
60059.893853883856,13.023804482700353,611.623656527906,-0.042931852831582684,35627,557,2
54153.61008821655,26.00059622421731,598.5389350947249,0.297183727037725,96777,444,2
47425.133358623694,16.94316445998732,628.8539246516053,0.10756727398281063,82455,848,0
48650.4748244356,39.088679533129806,582.4293091128729,0.6574694053558772,47487,440,0
48274.35391087319,15.718708212688657,634.4559633914815,0.018532997925390482,43684,862,1
64660.66188150727,78.12038362154796,465.43813120783625,1.6168496370878436,14513,680,0
49086.001270575885,35.98675132279332,586.736661251669,0.5804577684479145,74304,476,2
59856.831665448946,13.343807519805411,611.4749831426542,-0.02808730319106456,31798,338,2
54939.136001988336,32.70967166169529,579.1126667047885,0.5153972597916227,88873,897,0
52436.37978329233,27.699151301931973,596.6602410939134,0.3586001051708404,54356,461,2
53810.28565595471,27.18352709226171,598.0397380750599,0.3150721719324193,97664,414,2
55893.6913431877,33.19419902109377,579.2887008151467,0.4846898427325335,28236,486,0
56562.38546214031,20.288171849557067,603.9588679858741,0.16157790068575623,48929,749,2
56343.088418618,22.51580325555431,601.5252699182134,0.2150464575836031,36362,662,2
58163.001679999514,42.298524281240624,555.3729845921753,0.7097646648517209,59353,623,0
56179.67485017223,48.332823005437255,548.0664673167615,0.8542557031039668,29572,368,0
55918.57297078569,23.69750596133873,601.0986646584021,0.22989502443783763,72100,983,2
40830.77832931436,26.20956085249332,630.2078925574596,0.29676708618042996,12409,489,1
47680.94459390073,25.051515886718448,613.1097231780487,0.3018875278010648,37999,299,1
42830.76375018523,25.85448575236762,624.1400099986039,0.3134017496782529,24150,336,1
53465.38007666784,27.8638983178402,596.9137424117058,0.33958174911854166,68617,419,2
54470.955636699495,24.463451853992137,600.6540402496553,0.24726000279922913,22584,780,2
58619.30716332498,49.04572577304703,539.4066052843692,0.8935220320829482,19461,645,0
37577.908255677714,26.151880537703093,637.273444736609,0.28980117294835783,77520,512,1
55943.46843238592,22.77933294786817,602.6958553840071,0.19660723328076024,43743,389,2
43212.72877282669,15.048158077089248,647.3741840493832,0.01377406228083744,94449,424,1
60712.138688214865,59.6948991183104,512.0932807643621,1.1688187613885097,30105,828,0
48827.79039152235,27.72840430113156,607.6865261809112,0.34573049261206584,80705,727,0
58966.12130546438,16.019370669762676,609.5343111219163,0.027322197897086398,92211,933,2
57617.500912462645,46.03839432017985,549.0271798594014,0.8004204039290104,93255,982,0
31954.052507562847,20.36263462434902,663.4892143062189,0.13521992520826387,52272,562,1
57242.33013140961,18.60165237097265,606.2053572512559,0.09599498997565253,75901,767,2
59010.609184481706,15.754650762467653,607.6039026219534,0.052140636481841474,19274,203,2
47647.9925147439,-2.3381225013307936,673.6130223905411,-0.4331907401771393,18726,557,0
47731.224570424376,5.926228306576982,657.4281379254254,-0.2360850283342094,39656,828,1
59158.08705848565,14.101921284159523,611.8746028514319,-0.022848460585607855,93023,280,2
40244.70995863055,24.195312293127497,637.1957448792062,0.24575892464635754,34715,478,1
63872.50473741843,58.342168627679456,508.92153875914863,1.1073739819762178,13980,665,0
45539.68307191526,20.097310080530313,630.6359826232091,0.15592340108154526,82443,578,1
48951.7820317532,36.76621067280964,587.3157208826641,0.5758049160066807,68894,799,2
56902.95261545024,19.861981725241023,604.3418405220267,0.14982449520054386,87191,235,2
52452.0254285185,29.12835863971014,593.6581820821806,0.40256647640492643,81559,903,2
36073.48241118161,26.620180749659607,642.3035176380157,0.28734150756229887,21970,254,1
54547.60300145364,25.641312326776386,599.7486754710709,0.2717472994966005,50765,657,2
53112.07724243674,28.778497371308777,595.5289548943373,0.3650805946623605,58804,887,2
55735.66964615736,25.035873125255037,600.6528271071846,0.2508511867924218,76260,492,2
53160.86385047659,29.39522729414716,596.956650474421,0.3463251894883639,98130,951,2
52006.60538668915,23.969869785479027,609.0316629684388,0.22953493740796369,19679,657,0
52057.205537215705,29.796027786083016,593.322942124085,0.42708723021261047,41552,713,2
53913.22077126419,26.977401311789055,596.8019325487578,0.33484068138781525,84638,410,2
58446.93472459674,21.56220714350341,596.2043716110534,0.1837060529181206,86028,272,1
54667.250627249196,34.91652960247598,577.5858043038069,0.5309207499057642,40707,304,0
53597.663791020124,22.75244893313779,609.2500261173104,0.19295105061331722,78915,662,1
52850.9991613814,27.960826323098292,595.3019053232852,0.3730902834253607,47052,801,2
50482.195769987564,33.89689233356653,591.0905971524954,0.4823954850319402,82180,851,2
51726.07245950663,26.95139624220563,603.6127884236447,0.31838189361905345,57683,898,1
47709.92399950494,28.36943958827224,607.5687935271873,0.36827099309769445,56681,808,1
55100.07986707834,30.448384910852344,589.9800491331483,0.38891359629674926,54101,586,0
55708.79397717369,31.396007316149497,584.0871557733919,0.4532415778178288,42103,754,0
53993.11889876228,27.663259102844727,596.6364407783997,0.3191216102169121,84092,916,0
55813.08756110729,23.422024795169182,601.2726206245518,0.2248948443871592,67593,686,2
53396.13726743715,20.608150809909137,612.3206198989393,0.15228971706643468,39911,689,0
60187.420838760074,12.14420455027181,611.8570465552084,-0.048353285382766786,48320,409,2
50652.01212486691,11.146634674699712,638.9037950822944,-0.09720165503125666,41427,210,0
62392.12148575513,25.098519721404788,581.6111719650335,0.27482842678426894,66353,928,1
58884.70249796938,14.864678995268912,608.7807262736525,0.02572778584198826,37643,601,2
54303.76041237228,40.80224270607191,567.5207794161425,0.6578659470839601,96749,966,0
54919.759544035805,31.67836094967642,585.4404160016136,0.4242982567217015,69793,547,0
54093.156545874226,25.484681364094886,597.2002515024843,0.3154186484139128,53426,393,2
58235.70911474523,17.53616696910983,607.1953592170858,0.0793952563601677,32230,333,2
47331.883530756786,23.198053281333213,620.1363614079488,0.2324616621993845,96101,419,1
54551.63602415167,33.60672419366282,581.2751934568298,0.5032242321981516,52248,762,0
55813.953230443585,21.76429646725613,604.1799542783461,0.1743762523708239,36977,286,1
64621.43095945472,53.22203644836718,515.4907621434813,1.0017014426091044,42388,385,0
49085.888876705525,21.12814696225551,620.6427534921261,0.17270844176645736,64876,480,1
42305.049057893135,26.083608889303182,624.4647824475855,0.3427811452842037,63270,834,1
49298.58725545435,34.332975818792036,592.547321757126,0.49596946110597434,80140,976,0
50812.247729665214,23.009033718064153,611.8016670581468,0.20851784410905602,93042,655,1
58136.964119371245,31.322080409858184,577.6014411547106,0.44946080583024606,35344,522,0
54292.30430232347,27.021880483595904,596.7359052976811,0.3308641299698167,67526,238,2
53050.833312977076,22.136690903117355,610.5010032307915,0.17952019837745886,52486,287,1
49987.156367224314,29.67321414872419,599.0899544602605,0.4098018162349266,21900,840,1
57538.915527555786,34.59570853333488,573.0503761166032,0.5158838476331875,45436,455,1
59652.41188232333,48.6076151224696,538.9902654588554,0.8803732198498058,45088,827,0
62819.574255544045,63.411277696714734,499.17125959892496,1.2728612920177984,44265,527,0
47542.56169008195,27.988754545951576,610.0040854858909,0.3700455625421881,13542,862,1
41521.076283001385,28.428649973023173,623.8264018453289,0.3707409572295246,50107,466,1
26718.598923246547,25.15571481919404,664.1612471416506,0.2781118417125892,95828,253,1
46315.96189232801,20.725470191511054,626.2010069583189,0.18358194019138357,76111,409,1
57089.60945058374,49.199034344081554,541.9943816716619,0.9002940152712907,38881,796,0
46743.10137482096,28.57122804912149,611.2050140639733,0.3689554257638302,78053,266,1
60683.12938046054,13.266113739605002,611.268349575755,-0.040836496873962014,24356,946,2
55970.29286689126,21.57036709539747,602.9321657746978,0.19361089288989589,92298,253,1
50457.514295090106,32.781286675284385,592.7780584601363,0.4721424223446775,45135,228,2
49934.078576909465,24.393422764733206,612.4551018414031,0.2668087015163917,10316,380,1
37920.781469818256,15.471936385160246,656.8860891896043,0.049570419459977255,38094,203,1
55919.653531450305,23.870894904110717,600.4419597373047,0.24611880996220348,41451,657,2
52949.652451582544,43.63411279925903,565.4084044985345,0.7445874473508663,83930,340,0
52811.12958146266,29.035385815458014,594.9046075319269,0.38927361748819317,67760,298,2
59132.492756218344,24.6276747142208,589.5276326943357,0.2647018040843401,84471,661,0
56458.46812369299,35.90695556892432,571.2640263653367,0.549255629880296,78656,925,0
47431.277831247746,20.026320252994644,627.1127159109716,0.14521399864387985,30442,808,0
55906.87400950486,21.483271737841605,602.8341489657071,0.20569851373113254,82359,824,2
58880.55644537708,16.8358336228194,607.6064455260774,0.060510101042086484,59008,425,2
57269.59480368466,63.37013806356298,508.7005266308183,1.2955245616928057,55510,361,0
48917.11997480734,22.238408191319863,619.6405517113863,0.19162678951336978,62923,600,0
55476.4009067699,37.21521195120608,571.7419396580738,0.5629941004787113,71704,478,0
42767.789307858504,24.91353598895475,629.1568054280266,0.2650367326588111,13548,733,1
58141.54153001672,17.278044762972648,607.8234119016288,0.07795943331304406,44528,612,2
46323.38732339247,19.627606189629166,630.2312235766832,0.1505500774975752,82384,760,1
56021.20190135487,20.836340910241187,604.8370057932954,0.15471674899238674,63158,837,2
51456.385483404825,31.205295349231008,593.5012251525405,0.428896797681984,26431,259,2
49726.48667167151,29.66792963053242,599.3779547095947,0.402215809789012,21505,743,0
57816.43510528041,29.975941124737894,578.8159120975155,0.41916848032245335,51257,340,0
54670.82594791839,24.799490185790365,600.5492617973637,0.2648727553392366,94525,577,2
56696.162032352164,21.386439228822482,602.8042280044439,0.1771075792532814,68830,377,2
57846.13823644416,64.93927404249554,507.4704731385477,1.299755212600475,34692,979,0
62675.475336105425,62.69732875612132,500.00060796241496,1.2478845212562737,47852,588,0
45666.15636458535,28.317112203268973,615.0617325434774,0.34867962938606456,16211,396,1
55429.13326887075,21.482300641236094,603.4963967919972,0.18725482361541398,11421,602,1
48120.0197021394,22.397477742957008,619.1060669874134,0.2190412829831669,34276,574,1
60199.90061368746,42.975236595221325,548.2469807995434,0.734202080800685,55747,415,0
54031.71069327339,27.929318429565146,591.806431553399,0.3577211741871721,69364,903,0
47336.78904238162,25.11685806970887,617.1379725842881,0.2645996790663846,19810,278,1
54846.483931600116,34.40332755160247,578.6376733324516,0.5192891942355411,42569,445,0
55399.54379988237,22.973142728624556,601.490706842357,0.21720295023409267,97169,355,2
39246.43787425613,15.274997517520086,654.8329227986338,0.044018937479902764,87430,890,1
53201.22039813374,29.414020577218906,594.6548048832072,0.3944481342605298,74281,912,2
